"employee_id","directorate","role","grade","tgv_name","tv_name","baseline_score","user_score","tv_match_rate"
EMP100919,HR & Corp Affairs,Brand Executive,V,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,140,127.27
EMP100920,HR & Corp Affairs,Data Analyst,V,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,135,126.17
EMP100921,Technology,Data Analyst,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP100922,Commercial,Sales Supervisor,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,121,110.0
EMP100923,Commercial,HRBP,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,132,129.41
EMP100924,Commercial,Sales Supervisor,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,101,99.02
EMP100925,HR & Corp Affairs,Finance Officer,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,134,124.07
EMP100926,Technology,Sales Supervisor,V,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,122,114.02
EMP100927,Technology,HRBP,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,139,127.52
EMP100928,Technology,HRBP,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,88,83.81
EMP100929,HR & Corp Affairs,Data Analyst,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,135,129.81
EMP100930,Commercial,Finance Officer,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,109,95.61
EMP100931,HR & Corp Affairs,Data Analyst,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,109,99.09
EMP100932,Commercial,Finance Officer,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,109,106.86
EMP100933,Commercial,Finance Officer,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,101,96.19
EMP100934,Technology,HRBP,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,109,95.61
EMP100935,Technology,Sales Supervisor,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,140,137.25
EMP100936,Technology,Supply Planner,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP100937,HR & Corp Affairs,Supply Planner,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,109,95.61
EMP100938,Commercial,Finance Officer,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,109,103.81
EMP100939,Technology,HRBP,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,94,88.68
EMP100940,HR & Corp Affairs,Finance Officer,V,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,82,76.64
EMP100941,HR & Corp Affairs,Data Analyst,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,109,104.81
EMP100942,Commercial,Supply Planner,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,99,90.0
EMP100943,Technology,Sales Supervisor,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,107,93.86
EMP100944,Technology,Supply Planner,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,126,108.62
EMP100945,Technology,HRBP,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,111,100.91
EMP100946,Commercial,HRBP,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,109,104.81
EMP100947,Commercial,Data Analyst,V,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,89,83.18
EMP100948,Commercial,Data Analyst,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP100949,HR & Corp Affairs,Brand Executive,III,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,139,129.91
EMP100950,HR & Corp Affairs,HRBP,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,108,100.93
EMP100951,Technology,Data Analyst,IV,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,140,132.08
EMP100952,HR & Corp Affairs,Finance Officer,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,80,76.19
EMP100953,Technology,HRBP,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,109,106.86
EMP100954,Technology,Sales Supervisor,IV,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,90,83.33
EMP100955,HR & Corp Affairs,HRBP,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,118,110.28
EMP100956,HR & Corp Affairs,Data Analyst,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,120,115.38
EMP100957,HR & Corp Affairs,Data Analyst,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,90,78.95
EMP100958,Commercial,Brand Executive,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,109,106.86
EMP100959,HR & Corp Affairs,Sales Supervisor,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,117,106.36
EMP100960,Commercial,HRBP,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,107,102.88
EMP100961,Commercial,Finance Officer,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,92,79.31
EMP100962,HR & Corp Affairs,Sales Supervisor,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,135,123.85
EMP100963,HR & Corp Affairs,HRBP,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP100964,Commercial,HRBP,IV,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,109,100.93
EMP100965,HR & Corp Affairs,Finance Officer,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,126,108.62
EMP100966,HR & Corp Affairs,HRBP,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,140,127.27
EMP100967,Commercial,Sales Supervisor,III,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,99,94.29
EMP100968,Commercial,Brand Executive,IV,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,124,116.98
EMP100969,HR & Corp Affairs,Sales Supervisor,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,117,112.5
EMP100970,Commercial,Finance Officer,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,108,102.86
EMP100971,HR & Corp Affairs,HRBP,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,102,97.14
EMP100972,Technology,Data Analyst,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP100973,HR & Corp Affairs,Brand Executive,IV,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,114,105.56
EMP100974,Technology,Data Analyst,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,109,102.83
EMP100975,Commercial,Brand Executive,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP100976,Technology,Finance Officer,IV,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,92,84.4
EMP100977,Commercial,Finance Officer,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,109,104.81
EMP100978,Technology,Finance Officer,V,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,134,121.82
EMP100979,HR & Corp Affairs,Finance Officer,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,111,100.91
EMP100980,HR & Corp Affairs,Supply Planner,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,124,112.73
EMP100981,Commercial,Finance Officer,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,138,132.69
EMP100982,Technology,Sales Supervisor,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,94,89.52
EMP100983,Technology,Finance Officer,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,120,117.65
EMP100984,HR & Corp Affairs,Data Analyst,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,118,107.27
EMP100985,Technology,Finance Officer,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,89,78.07
EMP100986,Technology,Finance Officer,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,101,92.66
EMP100987,Commercial,Brand Executive,V,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,109,99.09
EMP100988,HR & Corp Affairs,Data Analyst,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,116,108.41
EMP100989,Commercial,Sales Supervisor,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP100990,Technology,Supply Planner,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP100991,HR & Corp Affairs,Supply Planner,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,109,103.81
EMP100992,HR & Corp Affairs,Data Analyst,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,109,104.81
EMP100993,Technology,Data Analyst,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,127,116.51
EMP100994,Commercial,HRBP,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,136,123.64
EMP100995,Commercial,Data Analyst,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,117,108.33
EMP100996,Commercial,Brand Executive,IV,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,106,98.15
EMP100997,Commercial,Supply Planner,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,105,100.96
EMP100998,HR & Corp Affairs,Brand Executive,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,102,97.14
EMP100999,Technology,Sales Supervisor,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,136,117.24
EMP101000,Technology,Finance Officer,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,116,105.45
EMP101001,HR & Corp Affairs,Data Analyst,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,119,108.18
EMP101002,HR & Corp Affairs,Data Analyst,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,85,73.28
EMP101003,HR & Corp Affairs,Sales Supervisor,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,100,91.74
EMP101004,Technology,HRBP,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,83,75.45
EMP101005,HR & Corp Affairs,Sales Supervisor,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,115,104.55
EMP101006,Technology,Sales Supervisor,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,132,115.79
EMP101007,Technology,Data Analyst,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,85,74.56
EMP101008,Commercial,Brand Executive,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,138,125.45
EMP101009,Technology,Finance Officer,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,88,81.48
EMP101010,Commercial,Brand Executive,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,125,122.55
EMP101011,Technology,Brand Executive,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,134,131.37
EMP101012,HR & Corp Affairs,HRBP,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,109,103.81
EMP101013,Technology,HRBP,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,89,76.72
EMP101014,Commercial,Brand Executive,III,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,130,123.81
EMP101015,Technology,HRBP,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,118,111.32
EMP101016,HR & Corp Affairs,Finance Officer,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,117,111.43
EMP101017,HR & Corp Affairs,Finance Officer,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,140,128.44
EMP101018,Commercial,Supply Planner,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,120,109.09
EMP101019,HR & Corp Affairs,Brand Executive,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,107,98.17
EMP101020,Commercial,HRBP,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,93,87.74
EMP101021,Technology,Sales Supervisor,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,135,122.73
EMP101022,Technology,Supply Planner,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,109,103.81
EMP101023,Technology,Finance Officer,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,137,118.1
EMP101024,Commercial,Supply Planner,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,98,89.09
EMP101025,Commercial,Sales Supervisor,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,122,105.17
EMP101026,Technology,Supply Planner,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,109,99.09
EMP101027,Technology,HRBP,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,140,134.62
EMP101028,Technology,HRBP,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,130,112.07
EMP101029,HR & Corp Affairs,Sales Supervisor,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,103,98.1
EMP101030,HR & Corp Affairs,Finance Officer,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,109,106.86
EMP101031,Technology,Sales Supervisor,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,87,83.65
EMP101032,Commercial,Data Analyst,IV,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,96,90.57
EMP101033,Technology,Supply Planner,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,140,127.27
EMP101034,Technology,Finance Officer,V,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,117,106.36
EMP101035,Commercial,Finance Officer,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,119,108.18
EMP101036,Technology,Finance Officer,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,131,119.09
EMP101037,Commercial,Sales Supervisor,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,138,125.45
EMP101038,Commercial,Sales Supervisor,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,124,106.9
EMP101039,Commercial,Supply Planner,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,111,100.91
EMP101040,HR & Corp Affairs,Finance Officer,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,109,104.81
EMP101041,Technology,Brand Executive,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP101042,Commercial,HRBP,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,109,102.83
EMP101043,Commercial,HRBP,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,109,100.93
EMP101044,HR & Corp Affairs,HRBP,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,94,89.52
EMP101045,HR & Corp Affairs,Brand Executive,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,139,132.38
EMP101046,Technology,Supply Planner,IV,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,119,112.26
EMP101047,Technology,HRBP,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,89,78.07
EMP101048,Commercial,Supply Planner,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,81,73.64
EMP101049,HR & Corp Affairs,Sales Supervisor,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP101050,Technology,HRBP,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,91,87.5
EMP101051,HR & Corp Affairs,Supply Planner,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,111,104.72
EMP101052,Technology,Supply Planner,IV,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP101053,Technology,Supply Planner,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,133,126.67
EMP101054,Technology,Sales Supervisor,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,118,115.69
EMP101055,HR & Corp Affairs,Sales Supervisor,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,118,107.27
EMP101056,Technology,Finance Officer,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP101057,Commercial,HRBP,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,119,114.42
EMP101058,Technology,Data Analyst,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,110,100.0
EMP101059,Technology,Brand Executive,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,134,128.85
EMP101060,Commercial,Finance Officer,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,84,80.0
EMP101061,HR & Corp Affairs,Supply Planner,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,109,102.83
EMP101062,Technology,HRBP,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP101063,Technology,Data Analyst,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,86,74.14
EMP101064,Commercial,Brand Executive,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,122,116.19
EMP101065,Technology,Supply Planner,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,140,122.81
EMP101066,Technology,Supply Planner,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,85,78.7
EMP101067,HR & Corp Affairs,Brand Executive,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,113,108.65
EMP101068,HR & Corp Affairs,Brand Executive,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP101069,Commercial,Data Analyst,IV,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,123,113.89
EMP101070,Commercial,Data Analyst,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,94,92.16
EMP101071,Commercial,Supply Planner,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,122,115.09
EMP101072,Commercial,HRBP,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,138,135.29
EMP101073,HR & Corp Affairs,Sales Supervisor,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,109,103.81
EMP101074,HR & Corp Affairs,Brand Executive,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,109,99.09
EMP101075,Commercial,Supply Planner,III,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,103,98.1
EMP101076,Technology,Sales Supervisor,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,80,70.18
EMP101077,Commercial,Supply Planner,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,96,90.57
EMP101078,Commercial,Sales Supervisor,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,135,129.81
EMP101079,Technology,Sales Supervisor,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,127,109.48
EMP101080,HR & Corp Affairs,Brand Executive,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,128,110.34
EMP101081,Commercial,Brand Executive,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,124,112.73
EMP101082,Technology,Brand Executive,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,94,89.52
EMP101083,Commercial,HRBP,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,109,103.81
EMP101084,HR & Corp Affairs,Finance Officer,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,139,126.36
EMP101085,Commercial,Sales Supervisor,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,94,81.03
EMP101086,Technology,Data Analyst,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,116,113.73
EMP101087,Commercial,Brand Executive,IV,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,81,75.0
EMP101088,Technology,Sales Supervisor,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,114,103.64
EMP101089,Technology,HRBP,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,127,120.95
EMP101090,Commercial,Data Analyst,III,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,129,120.56
EMP101091,Commercial,Sales Supervisor,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,117,100.86
EMP101092,Commercial,Brand Executive,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,104,94.55
EMP101093,HR & Corp Affairs,Finance Officer,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,109,100.93
EMP101094,Technology,Sales Supervisor,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,120,105.26
EMP101095,Commercial,Sales Supervisor,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,106,96.36
EMP101096,Technology,Data Analyst,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,109,100.93
EMP101097,Technology,Finance Officer,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,109,100.93
EMP101098,Technology,Finance Officer,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,94,89.52
EMP101099,Technology,Sales Supervisor,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,113,108.65
EMP101100,Technology,HRBP,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,124,121.57
EMP101101,HR & Corp Affairs,Finance Officer,III,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,109,103.81
EMP101102,Technology,Data Analyst,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,97,88.18
EMP101103,Technology,Sales Supervisor,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,80,73.39
EMP101104,Commercial,Finance Officer,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,120,110.09
EMP101105,HR & Corp Affairs,Finance Officer,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,109,106.86
EMP101106,Technology,Brand Executive,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,109,104.81
EMP101107,Commercial,HRBP,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,89,87.25
EMP101108,HR & Corp Affairs,Supply Planner,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,110,96.49
EMP101109,HR & Corp Affairs,Data Analyst,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,84,79.25
EMP101110,Commercial,HRBP,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,85,83.33
EMP101111,HR & Corp Affairs,Data Analyst,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP101112,Commercial,Brand Executive,III,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,96,89.72
EMP101113,Technology,HRBP,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,93,86.11
EMP101114,Commercial,Brand Executive,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,84,79.25
EMP101115,Commercial,Supply Planner,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,90,77.59
EMP101116,Commercial,HRBP,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP101117,Commercial,Sales Supervisor,V,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,109,101.87
EMP101118,Technology,HRBP,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,81,74.31
EMP101119,Commercial,Brand Executive,III,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,109,101.87
EMP101120,Technology,Data Analyst,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,97,92.38
EMP101121,Commercial,Sales Supervisor,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,132,120.0
